transcript	CCL	CL	CT	T
atlasMiR-98054_CGG#3	0.3211772	0.5438353	0.3074103	0.1866552
atlasMiR-98054-5p_CGG#3	0.3060841	1.0193701	0.3053977	0.1692666
atlasMiR-98054-3p_CGG#3	0.1649717	0.5472675	0.4024719	0.1519686
atlasMiR-98065_CCGG#4	0.47705819	0.00000000	0.27561712	0.05570576
atlasMiR-98065-5p_CCGG#4	0.4986404	0.0000000	0.2433124	0.1285330
atlasMiR-98065-3p_CCGG#4	0.4800732	0.0000000	0.2802573	0.0330632
atlasMiR-14490-5p_CGGGG#3	0.1510383	1.0146619	0.2745345	0.5819469
atlasMiR-14490-3p_CGGGG#3	0.25454944	0.00000000	0.40672084	0.02123759
atlasMiR-14493-5p_CGGGG#2	0.347398863	1.209344808	0.320784445	0.008923745
atlasMiR-14493-3p_CGGGG#2	0.1752345	0.0000000	0.4200823	0.1281215
atlasMiR-98070-3p_CGGGG#3	0.4080803	0.3228514	0.2743190	0.1559985
atlasMiR-98070-5p_CGGGG#3	0.14905635	1.37682468	0.40154784	0.08747591
atlasMiR-98080-5p_CGGG#3	0.4701784	0.3191811	0.2286052	0.1951267
atlasMiR-98085_CGGG#4	0.37414170	0.32146444	0.31504953	0.07352983
atlasMiR-98085-5p_CGGG#4	0.61646925	0.53823631	0.09740325	0.35086084
atlasMiR-98085-3p_CGGG#4	0.139163255	2.816710449	0.383916750	0.004765326
atlasMiR-14512-5p_CGGGG#3	0.5373584	0.0000000	0.2558134	0.0000000
atlasMiR-14512-3p_CGGGG#3	0.80733692	0.00000000	0.09141443	0.05826033
atlasMiR-14513-5p_CGCGG#4	0.47797351	0.00000000	0.27738035	0.03886581
atlasMiR-14513-3p_CGCGG#4	0.1431989	0.0000000	0.2422272	0.8185547
atlasMiR-98100_CGGG#4	0.24878580	0.00000000	0.40834526	0.01888159
atlasMiR-98100-5p_CGGG#4	0.44564212	0.53852442	0.28097049	0.02435477
atlasMiR-98100-3p_CGGG#4	0.17056559	0.00000000	0.43438780	0.07364762
atlasMiR-98114-5p_CGGGG#2	0.38295379	0.53852442	0.29387804	0.09808194
atlasMiR-98123-5p_CGGGG#4	0.20979976	0.00000000	0.41901330	0.05097872
atlasMiR-98123-3p_CGGGG#4	0.47091136	0.00000000	0.26729684	0.08141156
atlasMiR-98154-5p_CGGG#4	0.3232982	0.0000000	0.2975527	0.2610571
atlasMiR-98154-3p_CGGG#4	0.17921598	0.00000000	0.08839023	1.28811295
atlasMiR-98163-5p_CCGGG#2	0.29231096	1.00542932	0.34122774	0.05177638
atlasMiR-98163-3p_CCGGG#2	0.27962066	0.53852442	0.35484087	0.08050083
atlasMiR-14568-5p_CGGGG#4	0.2044098	0.5385244	0.3800152	0.1375726
atlasMiR-14568-3p_CGGGG#4	0.3065969	1.3508815	0.2981369	0.1365301
atlasMiR-14590-5p_CGGGG#4	0.3500788	0.3228514	0.3152555	0.1048059
atlasMiR-14590-3p_CGGGG#4	0.3855561	0.6802886	0.2833951	0.1077428
atlasMiR-14592-5p_CGGGG#4	0.6342346	0.0000000	0.1594540	0.1396559
atlasMiR-14592-3p_CGGGG#4	0.37397562	0.82843590	0.30552773	0.03269334
atlasMiR-14593-5p_CGGG#1	0.20997276	0.31918106	0.09340446	1.16670641
atlasMiR-14593-3p_CGGG#1	0.34660091	0.00000000	0.32893475	0.09265245
atlasMiR-14604_CGGGG#4	0.2303559	1.3533565	0.3321864	0.1541609
atlasMiR-14604-5p_CGGGG#4	0.12727708	0.68006115	0.04431108	1.45685796
atlasMiR-14604-3p_CGGGG#4	0.48398204	0.00000000	0.26197648	0.06013375
atlasMiR-14631-5p_CGG#5	0.1715905	0.0000000	0.3371707	0.4026451
atlasMiR-14631-3p_CGG#5	0.62542897	0.81362463	0.16861332	0.02402711
atlasMiR-14634-5p_CGGGG#3	0.20892123	0.00000000	0.41987309	0.03277615
atlasMiR-14634-3p_CGGGG#3	0.42772084	1.67660052	0.24070730	0.05411363
atlasMiR-14635_CGGG#4	0.1640308	0.0000000	0.4130185	0.1439574
atlasMiR-14635-5p_CGGG#4	0.47606963	0.00000000	0.25620765	0.09174994
atlasMiR-14635-3p_CGGG#4	0.3419972	0.6685815	0.2438554	0.3216511
atlasMiR-14646-5p_CGGGG#4	0.4710807	0.0000000	0.2418778	0.1514102
atlasMiR-14646-3p_CGGGG#4	0.4791481	0.0000000	0.2457801	0.1216781
atlasMiR-14652-3p_CGGG#4	0.4706669	1.0015256	0.1849588	0.2411563
atlasMiR-14659-5p_CCGGG#4	0.56506615	0.82843590	0.19247423	0.04774783
atlasMiR-14659-3p_CCGGG#4	0.62885039	0.64094733	0.16724099	0.03294725
atlasMiR-14666-5p_CGGGG#3	0.3367449	0.9922848	0.2944631	0.1093784
atlasMiR-14666-3p_CGGGG#3	0.40283689	0.32285142	0.29482196	0.05333508
atlasMiR-98223_CGG#0	0.49186000	0.95754317	0.22750797	0.04732364
atlasMiR-98223-5p_CGG#0	0.2093005	0.0000000	0.3645435	0.2188823
atlasMiR-14672-5p_CGGGG#4	0.5349260	0.6361918	0.2149090	0.0435533
atlasMiR-14672-3p_CGGGG#4	0.3528708	0.0000000	0.3035166	0.1538205
atlasMiR-98232-3p_CGGGG#4	0.15793092	0.00000000	0.44791651	0.01904585
atlasMiR-98232-5p_CGGGG#4	0.37944745	1.01466186	0.28875764	0.03458633
atlasMiR-98242_CGGG#2	0.3557426	0.0000000	0.2434885	0.3566042
atlasMiR-98242-5p_CGGG#2	0.2201867	0.0000000	0.2425277	0.6235371
atlasMiR-98242-3p_CGGG#2	0.2258402	0.0000000	0.3438160	0.2494967
atlasMiR-14688-5p_CGCGG#4	0.1248184	0.0000000	0.3500287	0.4245174
atlasMiR-14688-3p_CGCGG#4	0.42163258	0.00000000	0.28029650	0.09184173
atlasMiR-98276-5p_CCGGG#4	0.80171224	0.00000000	0.07408875	0.08398448
atlasMiR-98275-3p_CCGGG#4	0.4899830	0.1595905	0.2400676	0.0830935
atlasMiR-98275-5p_CCGGG#4	0.14590077	0.68006115	0.42719530	0.02957812
atlasMiR-98276-3p_CCGGG#4	0.65314036	1.00217874	0.14241377	0.01598712
atlasMiR-14723-5p_CCGGG#4	0.39398152	0.83830026	0.28545940	0.03064776
atlasMiR-14723-3p_CCGGG#4	0.24359675	0.00000000	0.39001124	0.04637949
atlasMiR-98300-5p_CGGG#3	0.5567357	1.5068817	0.1571095	0.0941631
atlasMiR-98300-3p_CGGG#3	0.59198317	0.00000000	0.19225640	0.06964087
atlasMiR-14735_CGGG#3	0.3743125	1.4992563	0.2353905	0.1716838
atlasMiR-14735-5p_CGGG#3	0.22327420	0.00000000	0.39701385	0.05788368
atlasMiR-14735-3p_CGGG#3	0.50415981	0.00000000	0.23556471	0.08272964
atlasMiR-98304_CGGG#4	0.50938095	0.00000000	0.24837084	0.02665977
atlasMiR-98304-5p_CGGG#4	0.2961303	0.0000000	0.3078993	0.2307280
atlasMiR-98304-3p_CGGG#4	0.1791556	0.5382363	0.2225988	0.7011076
atlasMiR-98306-5p_CCGGG#4	0.2067249	0.3228514	0.3561392	0.1943994
atlasMiR-98306-3p_CCGGG#4	0.04657510	0.00000000	0.50168332	0.02472192
atlasMiR-14748-5p_CGG#5	0.54410626	3.45559885	0.06029535	0.23377763
atlasMiR-14748-3p_CGG#5	0.3150259	0.0000000	0.3193842	0.1478510
atlasMiR-14749-5p_CGG#5	0.4244524	0.0000000	0.2436553	0.2038206
atlasMiR-14749-3p_CGG#5	0.41388696	0.00000000	0.29516522	0.04058453
atlasMiR-98327_CGGGG#4	0.2870126	0.8383003	0.3033007	0.1643654
atlasMiR-98327-5p_CGGGG#4	0.08320095	0.00000000	0.23591616	0.89442305
atlasMiR-98327-3p_CGGGG#4	0.46867467	0.00000000	0.26684720	0.03040695
atlasMiR-14755_CGGGG#4	0.2516067	0.0000000	0.3859298	0.0296501
atlasMiR-14755-5p_CGGGG#4	0.3702667	0.0000000	0.2979379	0.1093993
atlasMiR-14755-3p_CGGGG#4	0.4140377	0.0000000	0.2709409	0.1196548
atlasMiR-98353-3p_CGCGG#4	0.30532094	0.00000000	0.34291324	0.07536983
atlasMiR-98353-5p_CGCGG#4	0.1721093	0.0000000	0.3845907	0.1870401
atlasMiR-98357-3p_CCGGG#4	0.53704098	0.83830026	0.19439649	0.05603165
atlasMiR-98357-5p_CCGGG#4	0.2134431	0.3191811	0.3700069	0.1206673
atlasMiR-14802-5p_CGGG#4	0.2188746	0.0000000	0.3368982	0.2637419
atlasMiR-14896-5p_CGGGG#3	0.30540791	0.00000000	0.35277038	0.03753445
atlasMiR-14896-3p_CGGGG#3	0.07443914	0.00000000	0.38852381	0.36127870
atlasMiR-14908-5p_CGG#5	0.1509627	0.3191811	0.2950690	0.5084545
atlasMiR-14908-3p_CGG#5	0.2970183	0.0000000	0.3127124	0.1960506
atlasMiR-14909-5p_CGGGG#4	0.16744874	0.67082039	0.40743048	0.03565108
atlasMiR-14909-3p_CGGGG#4	0.30691695	1.08550380	0.31754621	0.03659307
atlasMiR-98510-5p_CG#0	0.7415275	0.0000000	0.0726417	0.1817801
atlasMiR-98510-3p_CG#0	0.1118256	0.6800612	0.1053982	1.2190808
atlasMiR-14924-5p_CGGGG#4	0.15976620	0.31918106	0.41240403	0.07141696
atlasMiR-14924-3p_CGGGG#4	0.2962896	0.6685815	0.2805853	0.2345079
atlasMiR-98556-3p_CGG#4	0.3762466	0.0000000	0.3059926	0.0602227
atlasMiR-98556-5p_CGG#4	0.48386233	0.00000000	0.24746523	0.05821308
atlasMiR-14974_CGGGG#4	0.71709406	0.31809590	0.11824644	0.02665977
atlasMiR-14974-5p_CGGGG#4	0.2439050	0.0000000	0.3414211	0.1906738
atlasMiR-14974-3p_CGGGG#4	0.03702244	0.00000000	0.50815486	0.00000000
atlasMiR-98561-3p_CGGGG#4	0.52105320	0.00000000	0.21771856	0.08840112
atlasMiR-14983-5p_CGGGG#4	0.06510246	0.53823631	0.38533542	0.32100598
atlasMiR-14983-3p_CGGGG#4	0.1788074	0.0000000	0.3608388	0.2464967
atlasMiR-15000-5p_CGGG#3	0.16815153	0.00000000	0.40899832	0.09486322
atlasMiR-15000-3p_CGGG#3	0.20683967	0.51004586	0.39122770	0.02410054
atlasMiR-15015_CCGG#4	0.42861279	0.31918106	0.26061744	0.07692587
atlasMiR-15015-5p_CCGG#4	0.2235397	0.3214644	0.3726228	0.0780292
atlasMiR-98597_CGGG#3	0.3885271	0.0000000	0.2820093	0.1146943
atlasMiR-98597-5p_CGGG#3	0.3507924	0.0000000	0.2764477	0.2074745
atlasMiR-98597-3p_CGGG#3	0.3963133	0.0000000	0.2843684	0.0901397
atlasMiR-15015-3p_CCGG#4	0.4482328	0.0000000	0.2323780	0.1714408
atlasMiR-15017_CGG#5	0.40776208	0.00000000	0.29506676	0.02662852
atlasMiR-15017-5p_CGG#5	0.2035140	0.8284359	0.3522019	0.1284861
atlasMiR-15017-3p_CGG#5	0.16842387	0.81362463	0.39108284	0.05962977
atlasMiR-98632_CGCGG#4	0.17927831	2.30342023	0.33016709	0.08699591
atlasMiR-98632-5p_CGCGG#4	0.20584917	0.00000000	0.40459847	0.02954378
atlasMiR-98632-3p_CGCGG#4	0.2139057	1.0021787	0.3109863	0.2341819
atlasMiR-98639-3p_CGGGG#4	0.4363672	0.0000000	0.2477256	0.1379658
atlasMiR-98639-5p_CGGGG#4	0.44051300	1.01937007	0.24196620	0.03493884
atlasMiR-15098-5p_CGCGG#4	0.42782482	0.32285142	0.27141918	0.03344271
atlasMiR-15098-3p_CGCGG#4	0.1545080	0.5472675	0.3193355	0.3705759
atlasMiR-15099-5p_CGCGG#4	0.22805545	0.00000000	0.39111006	0.03148335
atlasMiR-15099-3p_CGCGG#4	0.70811779	0.00000000	0.11506782	0.07647048
atlasMiR-98696-3p_CGGG#4	0.28115141	1.22732864	0.30933800	0.07830862
atlasMiR-98696-5p_CGGG#4	0.35999097	0.00000000	0.30694137	0.07061783
atlasMiR-15137-5p_CGGG#3	0.518235169	0.000000000	0.237094720	0.009333819
atlasMiR-15137-3p_CGGG#3	0.1380694	0.8284359	0.3881641	0.1201793
atlasMiR-15141_CCGGG#3	0.3716215	0.5829096	0.2399970	0.2175957
atlasMiR-15141-5p_CCGGG#3	0.1216843	0.0000000	0.4399751	0.0586141
atlasMiR-15141-3p_CCGGG#3	0.2551776	0.0000000	0.2119782	0.6103725
atlasMiR-15142-5p_CGGGG#3	0.1113268	0.5472675	0.3913584	0.1897034
atlasMiR-15142-3p_CGGGG#3	0.24271091	0.54726749	0.35741757	0.05291707
atlasMiR-15175-5p_CGGG#4	0.5626586	0.0000000	0.1435163	0.2505796
atlasMiR-15175-3p_CGGG#4	0.32778443	0.94241535	0.29132761	0.07522211
atlasMiR-98741-5p_CGGG#4	0.20195469	1.00542932	0.37540168	0.01389455
atlasMiR-98819-5p_CGG#5	0.4000944	0.6800612	0.2725179	0.0295891
atlasMiR-98819-3p_CGG#5	0.341805128	0.000000000	0.331874658	0.007412129
atlasMiR-15242-5p_CGGGG#3	0.11025852	0.00000000	0.43968512	0.07506339
atlasMiR-15242-3p_CGGGG#3	0.20235221	0.54726749	0.37614463	0.05928599
atlasMiR-15269-5p_CGGGG#4	0.3352877	0.0000000	0.2791648	0.2064607
atlasMiR-15269-3p_CGGGG#4	0.26169886	0.53823631	0.34901346	0.03846206
atlasMiR-98855-3p_CCGGG#0	0.2147379	0.0000000	0.3059405	0.3443324
atlasMiR-98855-5p_CCGGG#0	0.07993744	0.54726749	0.45901739	0.00000000
atlasMiR-15320-5p_CGGG#4	0.1662037	0.0000000	0.4285687	0.0000000
atlasMiR-15320-3p_CGGG#4	0.35510792	0.68253609	0.28079712	0.07931119
atlasMiR-98952-3p_CGGGG#4	0.5164155	0.0000000	0.1611984	0.2661025
atlasMiR-15354-5p_CGGGG#4	0.27697919	0.00000000	0.34496376	0.07734637
atlasMiR-15354-3p_CGGGG#4	0.31710631	0.00000000	0.33256179	0.04311371
atlasMiR-15359-5p_CGGGG#3	0.33701286	0.00000000	0.30920453	0.08663889
atlasMiR-15365-5p_CG#0	0.3688629	0.9368193	0.2527280	0.1197894
atlasMiR-15365-3p_CG#0	0.31902162	0.00000000	0.33043584	0.04502104
atlasMiR-98969-5p_CGGGG#4	0.5965993	0.0000000	0.1610147	0.1052994
atlasMiR-98969-3p_CGGGG#4	0.33131589	0.00000000	0.31124191	0.08676131
atlasMiR-98974-3p_CGGGG#4	0.37193271	0.00000000	0.29921611	0.04951907
atlasMiR-98974-5p_CGGGG#4	0.6464414	0.3191811	0.1062469	0.1640410
atlasMiR-15393-5p_CGGGG#4	0.3420162	0.6685815	0.2719909	0.1280622
atlasMiR-15393-3p_CGGGG#4	0.48339031	0.31918106	0.23651449	0.01630745
atlasMiR-15400-5p_CGGGG#4	0.2990740	0.6825361	0.3301470	0.0000000
atlasMiR-15400-3p_CGGGG#4	0.33876594	1.34864264	0.27764200	0.03356745
atlasMiR-15422-5p_CGGG#4	0.64664311	0.00000000	0.15696439	0.01392095
atlasMiR-15422-3p_CGGG#4	0.2232618	0.0000000	0.3523567	0.1449791
atlasMiR-99014-3p_CGG#5	0.4368369	0.0000000	0.2411045	0.1237899
atlasMiR-99014-5p_CGG#5	0.2790978	0.5438353	0.2936997	0.1827524
atlasMiR-15447-5p_CGG#5	0.74215203	0.63619181	0.08241532	0.02031535
atlasMiR-15447-3p_CGG#5	0.14103401	0.00000000	0.41751038	0.07237369
atlasMiR-99062-5p_CGCGG#4	0.56959697	0.83830026	0.16143461	0.05206079
atlasMiR-99062-3p_CGCGG#4	0.5469001	1.0021787	0.1123631	0.2492962
atlasMiR-99101-3p_CGGGG#4	0.49998419	0.82843590	0.20244041	0.03930511
atlasMiR-99101-5p_CGGGG#4	0.72555504	0.82055052	0.08929786	0.00000000
atlasMiR-99115-5p_CCGGG#4	0.4290754	0.0000000	0.2246533	0.1893986
atlasMiR-99115-3p_CCGGG#4	0.4344636	0.0000000	0.1982440	0.2722529
atlasMiR-15555-5p_CGGG#3	0.38634560	0.00000000	0.28653033	0.05087103
atlasMiR-15555-3p_CGGG#3	0.3653873	0.8136246	0.2502491	0.1288190
atlasMiR-99178-3p_CGG#5	0.30702569	0.00000000	0.32877963	0.05423961
atlasMiR-99192-3p_CGG#4	0.2671108	0.6409473	0.1330781	0.7573189
atlasMiR-99192-5p_CGG#4	0.57946860	0.00000000	0.17812156	0.05758108
atlasMiR-15617-5p_CGGGG#4	0.1700568	0.6800612	0.3799387	0.0615483
atlasMiR-15617-3p_CGGGG#4	0.32647802	0.53823631	0.30703126	0.03135925
atlasMiR-15627-5p_CCGGG#4	0.25300502	1.01466186	0.31985563	0.07534839
atlasMiR-15627-3p_CCGGG#4	0.29088002	0.32146444	0.31341229	0.09964236
atlasMiR-99230-3p_CGGGG#4	0.41526457	0.00000000	0.27575461	0.02658887
atlasMiR-15650-5p_CCGGG#4	0.4010552	0.3180959	0.2468424	0.1207391
atlasMiR-15650-3p_CCGGG#4	0.2596295	0.0000000	0.3368855	0.1120525
atlasMiR-15651-5p_CGGGG#4	0.61660386	0.54383530	0.15109273	0.01470207
atlasMiR-15651-3p_CGGGG#4	0.4594248	0.0000000	0.2301534	0.1006843
atlasMiR-99247-3p_CGGG#4	0.6096501	0.0000000	0.1493352	0.0951093
atlasMiR-99303-5p_CGG#4	0.2715244	0.0000000	0.3161837	0.1597899
atlasMiR-99303-3p_CGG#4	0.04246346	0.00000000	0.22970866	0.91507768
atlasMiR-15750-5p_CGCGG#4	0.3441284	0.0000000	0.2866299	0.1220645
atlasMiR-15750-3p_CGCGG#4	0.3249408	0.0000000	0.2764104	0.1958412
atlasMiR-99330-3p_CCGGG#3	0.2159896	0.3228514	0.2543465	0.4496913
atlasMiR-99330-5p_CCGGG#3	0.35599225	0.00000000	0.30738569	0.02311589
atlasMiR-99343-3p_CGGGG#3	0.04684297	0.00000000	0.30885987	0.61996571
atlasMiR-99343-5p_CGGGG#3	0.07737216	0.53823631	0.40365246	0.16147076
atlasMiR-99344-3p_CGGGG#3	0.4325958	0.8205505	0.2057123	0.1405385
atlasMiR-15775-5p_CGGGG#1	0.6353008	0.0000000	0.1599319	0.0000000
atlasMiR-15775-3p_CGGGG#1	0.55712601	0.82843590	0.14835601	0.09997584
atlasMiR-15816-5p_CGGG#4	0.2672765	0.0000000	0.3316993	0.1051819
atlasMiR-15816-3p_CGGG#4	0.3846071	1.3371630	0.1980819	0.2009878
atlasMiR-15817-5p_CGGGG#2	0.4605090	0.8136246	0.1843900	0.1599026
atlasMiR-15817-3p_CGGGG#2	0.2183284	0.3191811	0.3407799	0.1298251
atlasMiR-99393-3p_CG#0	0.3263402	0.3228514	0.2787376	0.1383862
atlasMiR-15822-5p_CGGGG#4	0.2854926	0.4888017	0.1695414	0.5887059
atlasMiR-15822-3p_CGGGG#4	0.2047502	0.0000000	0.3254914	0.2458097
atlasMiR-15826-5p_CCGGG#4	0.1305298	0.5382363	0.3757256	0.1509922
atlasMiR-15826-3p_CCGGG#4	0.4110002	0.0000000	0.2419675	0.1394398
atlasMiR-99415-3p_CGGGG#3	0.3341722	0.0000000	0.2656339	0.2047386
atlasMiR-99415-5p_CGGGG#3	0.1871573	0.0000000	0.3364951	0.2389571
atlasMiR-15875-5p_CGGGG#4	0.2603795	3.7807892	0.1582965	0.3035826
atlasMiR-15875-3p_CGGGG#4	0.44132661	0.68006115	0.22592219	0.05879647
atlasMiR-99458-5p_CGGG#2	0.31089544	0.00000000	0.32112433	0.05040037
atlasMiR-99458-3p_CGGG#2	0.1244295	0.6708204	0.2681617	0.5262951
atlasMiR-99459-3p_CGG#4	0.2388168	0.3214644	0.2624220	0.3616212
atlasMiR-99459-5p_CGG#4	0.18695030	0.00000000	0.37632256	0.09300196
atlasMiR-99461-5p_CGGG#4	0.25293754	0.54726749	0.33992403	0.03154487
atlasMiR-99461-3p_CGGG#4	0.2292387	0.8653634	0.2964418	0.1965245
atlasMiR-15888-3p_CGGG#4	0.41498894	0.00000000	0.25795735	0.06804443
atlasMiR-15906-5p_CGG#2	0.35718851	0.83830026	0.25607523	0.08965362
atlasMiR-15906-3p_CGG#2	0.3371301	1.2180879	0.2252184	0.1956673
atlasMiR-15936-5p_CGGGG#4	0.30323004	0.32146444	0.30996731	0.05952891
atlasMiR-15936-3p_CGGGG#4	0.30305439	1.53886830	0.28070014	0.02216599
atlasMiR-15958-5p_CGGGG#4	0.599072395	0.838300262	0.144390844	0.007578042
atlasMiR-15958-3p_CGGGG#4	0.54527985	0.00000000	0.19562678	0.02472192
atlasMiR-99572-5p_CGGGG#4	0.12930737	1.65687179	0.35408548	0.08571663
atlasMiR-99572-3p_CGGGG#4	0.04577092	0.67082039	0.45120558	0.01413406
atlasMiR-99588-5p_CGGGG#4	0.29132631	1.72043372	0.26267690	0.08671076
atlasMiR-99588-3p_CGGGG#4	0.1656013	0.0000000	0.2714672	0.4952289
atlasMiR-15985_CGCGG#3	0.46582702	0.53823631	0.21010453	0.06582091
atlasMiR-15985-5p_CGCGG#3	0.35911548	0.00000000	0.27591968	0.09762196
atlasMiR-15985-3p_CGCGG#3	0.2122651	0.0000000	0.3838066	0.0000000
atlasMiR-15990-5p_CGGGG#2	0.47981728	0.00000000	0.21527718	0.07768127
atlasMiR-15990-3p_CGGGG#2	0.3402106	0.0000000	0.3131687	0.0000000
atlasMiR-15994-5p_CGG#2	0.3637869	0.0000000	0.3001788	0.0000000
atlasMiR-15994-3p_CGG#2	0.4272420	0.0000000	0.2362524	0.1031652
atlasMiR-15998-5p_CCGGG#4	0.28537985	1.37653657	0.28232586	0.05996236
atlasMiR-15998-3p_CCGGG#4	0.1016130	1.3511176	0.3306691	0.2490383
atlasMiR-16012-5p_CGGGG#4	0.2900141	0.0000000	0.3072123	0.1167927
atlasMiR-16012-3p_CGGGG#4	0.44304581	0.00000000	0.24227673	0.04793098
atlasMiR-99615_CGGGG#4	0.2147936	0.0000000	0.3096557	0.2512627
atlasMiR-99615-3p_CGGGG#4	0.43102012	0.00000000	0.25386176	0.02705446
atlasMiR-99615-5p_CGGGG#4	0.53397723	0.00000000	0.19132664	0.04733972
atlasMiR-16015-5p_CGGGG#3	0.52628975	1.01466186	0.17191972	0.01637994
atlasMiR-16015-3p_CGGGG#3	0.2296674	0.5841705	0.3103393	0.1480031
atlasMiR-16019-5p_CGGGG#3	0.64941145	0.00000000	0.12382609	0.05819527
atlasMiR-16019-3p_CGGGG#3	0.2236754	0.3180959	0.3221795	0.1468217
atlasMiR-99635_CGG#5	0.17944786	0.31918106	0.38254356	0.01779486
atlasMiR-99635-5p_CGG#5	0.5299677	0.0000000	0.2053636	0.0000000
atlasMiR-99635-3p_CGG#5	0.19984181	0.66858148	0.34157936	0.08312031
atlasMiR-99636-3p_CGGGG#3	0.26364959	0.00000000	0.34003064	0.03777509
atlasMiR-99636-5p_CGGGG#3	0.47262584	0.00000000	0.22201664	0.04945736
atlasMiR-99637-5p_CGGGG#3	0.3189753	0.3214644	0.2300988	0.2834062
atlasMiR-99637-3p_CGGGG#3	0.2288976	0.0000000	0.2496235	0.4255105
atlasMiR-16025-5p_CGG#3	0.3134696	1.3508815	0.1833256	0.3438651
atlasMiR-16025-3p_CGG#3	0.07783446	0.00000000	0.42759246	0.08617181
atlasMiR-16029_CGGGG#4	0.4106872	0.0000000	0.2379607	0.1105420
atlasMiR-16029-5p_CGGGG#4	0.29234830	1.03004615	0.27889177	0.07894551
atlasMiR-16029-3p_CGGGG#4	0.10610736	2.80677213	0.33172696	0.05375395
atlasMiR-99664-5p_CGGGG#4	0.04949692	1.08550380	0.22336407	0.74508181
atlasMiR-99664-3p_CGGGG#4	0.3823434	0.8205505	0.2581137	0.0000000
atlasMiR-16067-5p_CG#2	0.3093674	0.0000000	0.2709345	0.1881012
atlasMiR-16067-3p_CG#2	0.41931375	3.68365017	0.13598104	0.03775249
atlasMiR-99677-5p_CGGGG#4	0.47955668	0.00000000	0.22312339	0.02542259
atlasMiR-99677-3p_CGGGG#4	0.38872674	0.81362463	0.24795253	0.02242919
atlasMiR-99685_CGGGG#4	0.2400615	0.0000000	0.2232902	0.4921858
atlasMiR-99685-5p_CGGGG#4	0.29930688	0.68006115	0.28496360	0.07955814
atlasMiR-99684-3p_CGGGG#4	0.4979100	0.5472675	0.1246796	0.2775802
atlasMiR-99684-5p_CGGGG#4	0.1417618	1.1350891	0.3499930	0.1041119
atlasMiR-99685-3p_CGGGG#4	0.1947924	2.5046856	0.2452689	0.2185736
atlasMiR-99692-5p_CGG#3	0.393383083	0.838300262	0.248195574	0.007439024
atlasMiR-16077-5p_CGG#3	0.37510375	0.00000000	0.26454566	0.07853366
atlasMiR-99692-3p_CGG#3	0.39071696	0.00000000	0.27314111	0.01649884
atlasMiR-16077-3p_CGG#3	0.2629644	0.0000000	0.3281700	0.0699208
atlasMiR-99700-5p_CGGGG#4	0.10779539	0.00000000	0.41700767	0.05638516
atlasMiR-99700-3p_CGGGG#4	0.35719860	1.01466186	0.25651689	0.02603188
atlasMiR-99712-5p_CGGG#3	0.43528864	0.00000000	0.22729509	0.09173072
atlasMiR-99712-3p_CGGG#3	0.46317093	0.31918106	0.21087950	0.05688265
atlasMiR-16109-5p_CGG#5	0.3115790	0.0000000	0.2478337	0.2567553
atlasMiR-16109-3p_CGG#5	0.3831728	0.0000000	0.1990335	0.2900871
atlasMiR-99729_CGG#3	0.2276037	0.5438353	0.3483092	0.0000000
atlasMiR-99729-5p_CGG#3	0.0568983	0.0000000	0.4138927	0.1598371
atlasMiR-16117-5p_CGG#3	0.2061125	0.0000000	0.2866778	0.3215867
atlasMiR-99729-3p_CGG#3	0.48717146	0.63619181	0.19167164	0.03892016
atlasMiR-16117-3p_CGG#3	0.6350352	0.0000000	0.1110667	0.1077644
atlasMiR-16118-3p_CGG#5	0.6485772	0.0000000	0.1338258	0.0000000
atlasMiR-16119-5p_CGGGG#3	0.2752292	0.0000000	0.2634665	0.2666296
atlasMiR-16119-3p_CGGGG#3	0.30018871	0.68253609	0.29097967	0.04226546
atlasMiR-16120-5p_CGGGG#4	0.0000000	0.0000000	0.4407937	0.1717923
atlasMiR-16120-3p_CGGGG#4	0.35254229	0.00000000	0.29172959	0.01403667
atlasMiR-99736-5p_CGGGG#3	0.26922405	0.00000000	0.32991768	0.03936325
atlasMiR-99736-3p_CGGGG#3	0.3273124	1.0054293	0.2248406	0.1866911
atlasMiR-16130-5p_CGGG#4	0.4410610	0.6685815	0.2191068	0.0209659
atlasMiR-16130-3p_CGGG#4	0.2892337	0.0000000	0.2561645	0.2606232
atlasMiR-99769_CGGGG#4	0.3135152	0.5382363	0.2679057	0.1093898
atlasMiR-99769-5p_CGGGG#4	0.39147746	0.00000000	0.25903422	0.04919849
atlasMiR-99769-3p_CGGGG#4	0.59619547	0.00000000	0.14986186	0.03726563
atlasMiR-99780-3p_CGGGG#2	0.2010319	0.0000000	0.3427829	0.1213169
atlasMiR-99780-5p_CGGGG#2	0.27912136	0.00000000	0.31405622	0.07077893
atlasMiR-99797-5p_CGG#2	0.652463589	0.000000000	0.126997999	0.007578042
atlasMiR-99797-3p_CGG#2	0.3457994	1.2210605	0.2135957	0.1598948
atlasMiR-16208_CGGGG#3	0.1614078	0.0000000	0.3002332	0.3494246
atlasMiR-16208-5p_CGGGG#3	0.45657000	0.00000000	0.21061915	0.09122657
atlasMiR-16208-3p_CGGGG#3	0.1717823	0.0000000	0.1593968	0.8297499
atlasMiR-16237-5p_CGGG#4	0.17034591	0.00000000	0.37554697	0.06038776
atlasMiR-16237-3p_CGGG#4	0.2338172	1.0146619	0.2730364	0.1868235
